ncbi.name,pathogenid,taxid,baltimore,order,family,genus,rna,rt,double_stranded,negative_sense,positive_sense,enveloped,circular,segmented,cytoplasm,size_MB,size_KB,CDS,GC,max_bread,max_bread_nh,tip
bat hepevirus,26205194,1216472,group iv,na,hepeviridae,hepeviridae,1,0,0,0,1,0,0,0,1,0.007025091,7.025090909,3,54.709,134.8,134.8,Bat_hepevirus
bat herpesvirus,3878925,433499,group i,herpesvirales,herpesviridae,herpesviridae,0,0,1,0,0,1,0,0,0,0.150500516,150.5005156,63,55.8906,136.4,136.4,Bat_herpesvirus
bat luteovirus,26205196,1340807,group iv,na,luteoviridae,luteoviridae,1,0,0,0,1,0,0,0,1,0.005421433,5.421432836,6,49.0448,0,0,Bat_luteovirus
bat mastadenovirus,4095380,740971,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031218,31.218,30,45.3,136.4,136.4,Bat_mastadenovirus
bat mastadenovirus a,4094761,1146877,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.03175,31.75,30,56.7,0,0,Bat_mastadenovirus_A
bat mastadenovirus b,4074303,1146874,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031616,31.616,30,53.5,0,0,Bat_mastadenovirus_B
bat mastadenovirus c,26205210,2015370,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.037724667,37.72466667,33,55.233,0,0,Bat_mastadenovirus_C
bat mastadenovirus d,26205206,2015372,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.029581,29.581,28,34.2,0,0,Bat_mastadenovirus_D
bat mastadenovirus e,26205208,2015374,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.029162,29.162,27,31.3,0,0,Bat_mastadenovirus_E
bat mastadenovirus g,2015376,2015376,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.031481,31.481,32,49.8,136.4,136.4,Bat_mastadenovirus_G
bat nairovirus,26205212,1340803,group v,bunyavirales,nairoviridae,orthonairovirus,1,0,0,1,0,1,0,1,1,0.018359692,18.35969231,3,42.377,0,0,Bat_nairovirus
bat nodavirus,26205214,1340804,group iv,na,nodaviridae,nodaviridae,1,0,0,0,1,0,0,1,1,0.003774548,3.774548387,2,51.967,0,0,Bat_nodavirus
bat norovirus,26205216,1514709,group iv,na,caliciviridae,norovirus,1,0,0,0,1,0,0,0,1,0.007368,7.368,3,58,0,0,Bat_norovirus
bat paramyxovirus,26205218,1300978,group v,mononegavirales,paramyxoviridae,paramyxoviridae,1,0,0,1,0,1,0,0,1,0.01637847,16.37847,8,41.642,136.4,136.4,Bat_paramyxovirus
bat parvovirus,26205220,1514704,group ii,na,parvoviridae,parvovirinae,0,0,0,0,1,0,0,0,0,0.004910333,4.910333333,3,46.733,134.8,134.8,Bat_parvovirus
bat picornavirus 1,24641948,1074863,group iv,picornavirales,picornaviridae,picornaviridae,1,0,0,0,1,0,0,0,1,0.007753,7.753,1,44.8,23.2,23.2,Bat_picornavirus_1
bat picornavirus 2,24641949,1074864,group iv,picornavirales,picornaviridae,picornaviridae,1,0,0,0,1,0,0,0,1,0.007693,7.693,1,43.1,0,0,Bat_picornavirus_2
bat picornavirus 3,24641950,1074865,group iv,picornavirales,picornaviridae,picornaviridae,1,0,0,0,1,0,0,0,1,0.007749,7.749,1,50.2,86.6,86.6,Bat_picornavirus_3
bat polyomavirus,26205230,1221637,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.004696,4.696,3,51.8,136.4,136.4,Bat_polyomavirus
bat poxvirus,26205248,1514708,group i,na,poxviridae,poxviridae,0,0,1,0,0,1,0,0,1,0.186053938,186.0539382,192,36.3799,0,0,Bat_poxvirus
bat rhabdovirus,26205250,1638137,group v,mononegavirales,rhabdoviridae,rhabdoviridae,1,0,0,1,0,1,0,0,1,0.012034875,12.03487549,6,42.32199883,0,0,Bat_rhabdovirus
bat rotavirus,26205252,1340801,group iii,na,reoviridae,rotavirus,1,0,1,0,0,0,0,1,1,0.017637,17.637,11,35.4578,136.4,136.4,Bat_rotavirus
bat sapovirus,1959930,1959930,group iv,na,caliciviridae,sapovirus,1,0,0,0,1,0,0,0,1,0.007475,7.475,2,47,0,0,Bat_sapovirus
bat sobemovirus,26205298,1340805,group iv,na,solemoviridae,sobemovirus,1,0,0,0,1,0,0,0,1,0.00421612,4.21612,5,50.28,0,0,Bat_sobemovirus
batai orthobunyavirus,3531123,2560341,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.01227,12.27,4,33.7109,186.8,186.8,Batai_orthobunyavirus
bayou orthohantavirus,3456588,1980459,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.012189,12.189,3,39.4689,180.4,70,Bayou_orthohantavirus
beaked whale circovirus,2598785,2598785,group ii,na,circoviridae,circovirus,0,0,0,0,1,0,1,0,0,0.001953,1.953,2,48.984,0,0,Beaked_whale_circovirus
bear canyon mammarenavirus,3664030,192848,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010441,10.441,4,39.003,46.2,46.2,Bear_Canyon_mammarenavirus
beilong jeilongvirus,3795426,2560345,group v,mononegavirales,paramyxoviridae,jeilongvirus,1,0,0,1,0,1,0,0,1,0.019212,19.212,11,42.8,14.8,14.8,Beilong_jeilongvirus
beluga whale alphaherpesvirus 1,26745927,1434720,group i,herpesvirales,herpesviridae,alphaherpesvirinae,0,0,1,0,0,1,0,0,0,0.144144,144.144,86,73.4,0,0,Beluga_whale_alphaherpesvirus_1
beluga whale coronavirus sw1,4073272,694015,group iv,nidovirales,coronaviridae,Gammacoronavirus,1,0,0,0,1,1,0,0,1,0.031686,31.686,14,39.2,0,0,Beluga_whale_coronavirus_SW1
beluga whale herpesvirus,26745919,1379306,group i,herpesvirales,herpesviridae,herpesviridae,0,0,1,0,0,1,0,0,0,0.150500516,150.5005156,63,55.8906,0,0,Beluga_whale_herpesvirus
berrimah ephemerovirus,3774942,1972594,group v,mononegavirales,rhabdoviridae,ephemerovirus,1,0,0,1,0,1,0,0,1,0.015024,15.024,10,34.2,0,0,Berrimah_ephemerovirus
betaarterivirus chinrav 1,26303110,2499930,group iv,nidovirales,arteriviridae,betaarterivirus,1,0,0,0,1,1,0,0,1,0.0154135,15.4135,9,53.15,134.6,134.6,Betaarterivirus_chinrav_1
betaarterivirus suid 1,3435823,2499680,group iv,nidovirales,arteriviridae,betaarterivirus,1,0,0,0,1,1,0,0,1,0.015111,15.111,8,52.6,0,0,Betaarterivirus_suid_1
betaarterivirus suid 2,2499685,2499685,group iv,nidovirales,arteriviridae,betaarterivirus,1,0,0,0,1,1,0,0,1,0.015411,15.411,9,52.8,0,0,Betaarterivirus_suid_2
betacoronavirus 1,4073262,694003,group iv,nidovirales,coronaviridae,betacoronavirus,1,0,0,0,1,1,0,0,1,0.0308845,30.8845,10,36.95,186.8,167.8,Betacoronavirus_1
betapapillomavirus 1,3791694,337051,group i,na,papillomaviridae,betapapillomavirus,0,0,1,0,0,0,1,0,0,0.007567,7.567,7,40.9,65,0,Betapapillomavirus_1
betapapillomavirus 2,3788781,333924,group i,na,papillomaviridae,betapapillomavirus,0,0,1,0,0,0,1,0,0,0.007363,7.363,7,40,186.8,0,Betapapillomavirus_2
betapapillomavirus 3,3789050,334207,group i,na,papillomaviridae,betapapillomavirus,0,0,1,0,0,0,1,0,0,0.007543,7.543,7,41.45,0,0,Betapapillomavirus_3
betapapillomavirus 4,3789051,334208,group i,na,papillomaviridae,betapapillomavirus,0,0,1,0,0,0,1,0,0,0.007438,7.438,7,38.9,0,0,Betapapillomavirus_4
betapapillomavirus 5,3789052,334209,group i,na,papillomaviridae,betapapillomavirus,0,0,1,0,0,0,1,0,0,0.007415,7.415,7,40.5,0,0,Betapapillomavirus_5
bhanja virus,22681333,1213620,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.011511,11.511,4,45.3022,186.8,186.8,Bhanja_virus
bighorn sheep gammaherpesvirus,27708917,1834525,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Bighorn_sheep_gammaherpesvirus
black creek canal orthohantavirus,3459597,1980460,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.006067,6.067,0,39.2315,0,0,Black_Creek_Canal_orthohantavirus
black howler monkey smacovirus,27627521,1603066,group ii,na,smacoviridae,smacoviridae,0,0,0,0,1,NA,1,0,NA,0.00250319,2.50319,2,46.3385,0,0,Black_howler_monkey_smacovirus
black lemur adenovirus 1,2301493,2301493,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Black_lemur_adenovirus_1
black lemur adenovirus 2,2301494,2301494,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Black_lemur_adenovirus_2
black lemur adenovirus 3,2301495,2301495,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Black_lemur_adenovirus_3
black mesa virus,24322795,587123,group v,bunyavirales,arenaviridae,arenaviridae,1,0,0,1,0,1,0,1,1,0.0100705,10.0705,4,41.294,0,0,Black_Mesa_virus
black-and-white ruffed lemur adenovirus,2301496,2301496,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,Black-and-white_ruffed_lemur_adenovirus
bluetongue virus,3460148,40051,group iii,na,reoviridae,orbivirus,1,0,1,0,0,0,0,1,1,0.019176,19.176,11,43.7435,187.2,187.2,Bluetongue_virus
bobomene virus,26302930,1480698,group v,bunyavirales,arenaviridae,arenaviridae,1,0,0,1,0,1,0,1,1,0.0100705,10.0705,4,41.294,0,0,Bobomene_virus
boginia virus,26302856,1246675,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,60.6,60.6,Boginia_virus
bokeloh bat lyssavirus,24639714,1072176,group v,mononegavirales,rhabdoviridae,lyssavirus,1,0,0,1,0,1,0,0,1,0.0119,11.9,5,45.1,17.8,17.8,Bokeloh_bat_lyssavirus
borna disease virus,3437710,12455,group v,mononegavirales,bornaviridae,bornaviridae,1,0,0,1,0,1,0,0,0,0.008769,8.769,6,43.731,186.8,186.8,Borna_disease_virus
bos taurus papillomavirus 20,27723707,1887218,group i,na,papillomaviridae,papillomaviridae,0,0,1,0,0,0,1,0,0,0.007277,7.277,7,44.6,0,0,Bos_taurus_papillomavirus_20
bos taurus polyomavirus 1,26316488,1891754,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.004697,4.697,6,41.4,0,0,Bos_taurus_polyomavirus_1
bottlenose dolphin astrovirus 2,4220459,943153,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Bottlenose_dolphin_astrovirus_2
bottlenose dolphin astrovirus 3,4220460,943154,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.005421793,5.421793103,3,46.8172,0,0,Bottlenose_dolphin_astrovirus_3
bottlenose dolphin astrovirus 4,4220461,943155,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Bottlenose_dolphin_astrovirus_4
bottlenose dolphin astrovirus 5,4220462,943156,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Bottlenose_dolphin_astrovirus_5
bottlenose dolphin astrovirus 6,4220463,943157,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Bottlenose_dolphin_astrovirus_6
bottlenose dolphin astrovirus 7,4220464,943158,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Bottlenose_dolphin_astrovirus_7
bottlenose dolphin astrovirus 8,4220465,943159,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Bottlenose_dolphin_astrovirus_8
bottlenose dolphin enterovirus,4000649,577566,group iv,picornavirales,picornaviridae,enterovirus,1,0,0,0,1,0,0,0,1,0.007372233,7.37223262,1,45.525,0,0,Bottlenose_dolphin_enterovirus
bottlenose dolphin herpesvirus,3577573,107323,group i,herpesvirales,herpesviridae,alphaherpesvirinae,0,0,1,0,0,1,0,0,0,0.144144,144.144,86,73.4,0,0,Bottlenose_dolphin_herpesvirus
bouboui virus,3502578,64295,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.010173,10.173,1,48.1,0,0,Bouboui_virus
bourbon virus,26536111,1618189,group v,articulavirales,orthomyxoviridae,thogotovirus,1,0,0,1,0,1,0,1,0,0.010574,10.574,6,45.8601,0,0,Bourbon_virus
bovine adenovirus e,3607027,130500,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.030024,30.024,30,35.1,0,0,Bovine_adenovirus_E
bovine adenovirus f,3800077,346178,group i,na,adenoviridae,atadenovirus,0,0,1,0,0,0,0,0,0,0.026411333,26.41133333,25,36.7,0,0,Bovine_adenovirus_F
bovine alphaherpesvirus 1,3434755,10320,group i,herpesvirales,herpesviridae,varicellovirus,0,0,1,0,0,1,0,0,0,0.135301,135.301,70,72.4,187.2,187.2,Bovine_alphaherpesvirus_1
bovine alphaherpesvirus 2,3434709,10295,group i,herpesvirales,herpesviridae,simplexvirus,0,0,1,0,0,1,0,0,0,0.009388,9.388,1,62.1,187.2,187.2,Bovine_alphaherpesvirus_2
bovine alphaherpesvirus 5,3452126,35244,group i,herpesvirales,herpesviridae,varicellovirus,0,0,1,0,0,1,0,0,0,0.13839,138.39,73,74.9,167.2,167.2,Bovine_alphaherpesvirus_5
bovine associated cyclovirus 1,2050927,2050927,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.001838,1.838,2,45.3,0,0,Bovine_associated_cyclovirus_1
bovine astrovirus,23539052,1435485,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.006233,6.233,3,53.5,0,0,Bovine_astrovirus
bovine astrovirus neuros1,26745673,1348859,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,Bovine_astrovirus_NeuroS1
bovine atadenovirus d,3607026,130499,group i,na,adenoviridae,atadenovirus,0,0,1,0,0,0,0,0,0,0.031301,31.301,35,35.2,0,0,Bovine_atadenovirus_D
bovine cyclovirus,26745719,1455632,group ii,na,circoviridae,cyclovirus,0,0,0,0,1,0,1,0,0,0.0018111,1.8111,2,44.433,0,0,Bovine_cyclovirus
bovine fever ephemerovirus,3436260,1972593,group v,mononegavirales,rhabdoviridae,ephemerovirus,1,0,0,1,0,1,0,0,1,0.0149,14.9,12,33.7,45.4,45.4,Bovine_fever_ephemerovirus
bovine foamy virus,3677281,207343,group vi,ortervirales,retroviridae,bovispumavirus,1,1,0,0,1,1,0,0,0,0.012002,12.002,5,45.4,0,0,Bovine_foamy_virus
bovine gammaherpesvirus 4,3434853,10385,group i,herpesvirales,herpesviridae,rhadinovirus,0,0,1,0,0,1,0,0,0,0.108873,108.873,79,41.4,123.8,123.8,Bovine_gammaherpesvirus_4
bovine gammaherpesvirus 6,23538926,1504288,group i,herpesvirales,herpesviridae,macavirus,0,0,1,0,0,1,0,0,0,0.144898,144.898,79,43.1,45.4,45.4,Bovine_gammaherpesvirus_6
bovine hepacivirus,25871173,1633878,group iv,na,flaviviridae,hepacivirus,1,0,0,0,1,1,0,0,1,0.00885,8.85,1,53,0,0,Bovine_hepacivirus
bovine hungarovirus,26745623,1233320,group iv,picornavirales,picornaviridae,picornaviridae,1,0,0,0,1,0,0,0,1,0.007738779,7.738778846,1,45.9356,0,0,Bovine_hungarovirus
bovine immunodeficiency virus,3436531,11657,group vi,ortervirales,retroviridae,lentivirus,1,1,0,0,1,1,0,0,0,0.008482,8.482,5,45,33.8,33.8,Bovine_immunodeficiency_virus
bovine kobuvirus,26745735,1476554,group iv,picornavirales,picornaviridae,kobuvirus,1,0,0,0,1,0,0,0,1,0.008172063,8.1720625,1,55.256,45.4,45.4,Bovine_kobuvirus
bovine leukemia virus,3436906,11901,group vi,ortervirales,retroviridae,deltaretrovirus,1,1,0,0,1,1,0,0,0,0.008419,8.419,6,54.2,186.8,186.8,Bovine_leukemia_virus
bovine lymphotropic herpesvirus,3511464,69955,group i,herpesvirales,herpesviridae,gammaherpesvirinae,0,0,1,0,0,1,0,0,0,0.155394449,155.3944493,57,53.9732,0,0,Bovine_lymphotropic_herpesvirus
bovine mastadenovirus a,3606499,129953,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.034185,34.185,29,48.8,0,0,Bovine_mastadenovirus_A
bovine mastadenovirus b,3606496,129950,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.034446,34.446,28,54,45.8,45.8,Bovine_mastadenovirus_B
bovine mastadenovirus c,3606498,129952,group i,na,adenoviridae,mastadenovirus,0,0,1,0,0,0,0,0,0,0.000571,0.571,1,42,0,0,Bovine_mastadenovirus_C
bovine nebovirus,26745809,1661258,group iv,na,caliciviridae,nebovirus,1,0,0,0,1,0,0,0,1,0.0074535,7.4535,2,56.4,0,0,Bovine_nebovirus
bovine nidovirus 1,26745793,1986112,group iv,nidovirales,tobaniviridae,Bosnitovirus,1,0,0,0,1,1,0,0,1,0.020261,20.261,7,36.9,0,0,Bovine_nidovirus_1
bovine orthopneumovirus,3436161,11246,group v,mononegavirales,pneumoviridae,orthopneumovirus,1,0,0,1,0,1,0,0,1,0.01514,15.14,11,33.6,45.8,45.8,Bovine_orthopneumovirus
bovine papillomavirus,3435092,10571,group i,na,papillomaviridae,papillomaviridae,0,0,1,0,0,0,1,0,0,0.00748,7.48,6,44.2,167.2,167.2,Bovine_papillomavirus
bovine papillomavirus 32b,26745825,1765002,group i,na,papillomaviridae,papillomaviridae,0,0,1,0,0,0,1,0,0,0.007339707,7.339706721,7,42.18,0,0,Bovine_papillomavirus_32B
bovine papillomavirus 7z,26745827,1765003,group i,na,papillomaviridae,papillomaviridae,0,0,1,0,0,0,1,0,0,0.007339707,7.339706721,7,42.18,0,0,Bovine_papillomavirus_7Z
bovine papular stomatitis virus,3606293,129727,group i,na,poxviridae,parapoxvirus,0,0,1,0,0,1,0,0,1,0.134431,134.431,131,64.5,45,45,Bovine_papular_stomatitis_virus
bovine picobirnavirus,25871175,1977295,group iii,na,picobirnaviridae,picobirnavirus,1,0,1,0,0,0,0,1,1,0.003859,3.859,3,45.012,0,0,Bovine_picobirnavirus
bovine picornavirus,26745769,1564115,group iv,picornavirales,picornaviridae,picornaviridae,1,0,0,0,1,0,0,0,1,0.007738779,7.738778846,1,45.9356,0,0,Bovine_picornavirus
bovine polyomavirus 2,26316552,1578134,group i,na,polyomaviridae,polyomaviridae,0,0,1,0,0,0,1,0,0,0.005085,5.085,6,40.3,0,0,Bovine_polyomavirus_2
bovine respirovirus 3,3436105,11215,group v,mononegavirales,paramyxoviridae,respirovirus,1,0,0,1,0,1,0,0,1,0.015456,15.456,6,36,123.8,123.8,Bovine_respirovirus_3
bovine rhinitis a virus,26745585,1155188,group iv,picornavirales,picornaviridae,aphthovirus,1,0,0,0,1,0,0,0,1,0.007245,7.245,1,50.1,0,0,Bovine_rhinitis_A_virus
bovine rhinitis b virus,4072566,693066,group iv,picornavirales,picornaviridae,aphthovirus,1,0,0,0,1,0,0,0,1,0.007556,7.556,1,45.6,0,0,Bovine_rhinitis_B_virus
bovine torovirus,3519494,74501,group iv,nidovirales,tobaniviridae,torovirus,1,0,0,0,1,1,0,0,1,0.028475,28.475,6,38,0,0,Bovine_torovirus
bowe orthohantavirus,26302902,1980461,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.011879,11.879,3,36.1908,0,0,Bowe_orthohantavirus
brazilian caprine lentivirus,3546353,89592,group vi,ortervirales,retroviridae,lentivirus,1,1,0,0,1,1,0,0,0,0.009236111,9.236111111,12,41.767,0,0,Brazilian_caprine_lentivirus
brazilian mammarenavirus,3469976,2169992,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010499,10.499,4,39.6748,0,0,Brazilian_mammarenavirus
brno virus,26303116,1744961,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Brno_virus
broome virus,4050298,667093,group iii,na,reoviridae,orthoreovirus,1,0,1,0,0,0,0,1,1,0.022727,22.727,11,42.1395,0,0,Broome_virus
brown long-eared bat adenovirus 1,27589153,1530284,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,brown_long-eared_bat_adenovirus_1
bruges orthohantavirus,26303092,1980462,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.012008,12.008,3,39.0054,0,0,Bruges_orthohantavirus
bubaline alphaherpesvirus 1,3673213,202910,group i,herpesvirales,herpesviridae,Varicellovirus,0,0,1,0,0,1,0,0,0,0.137452,137.452,70,76.8,0,0,Bubaline_alphaherpesvirus_1
bufavirus-1,26523804,1209382,group ii,na,parvoviridae,parvovirinae,0,0,0,0,1,0,0,0,0,0.004910333,4.910333333,3,46.733,0,0,Bufavirus-1
bufavirus-2,26523806,1209383,group ii,na,parvoviridae,parvovirinae,0,0,0,0,1,0,0,0,0,0.004910333,4.910333333,3,46.733,0,0,Bufavirus-2
bufavirus-3,26523836,1391667,group ii,na,parvoviridae,parvovirinae,0,0,0,0,1,0,0,0,0,0.004733,4.733,4,39.8,0,0,Bufavirus-3
bujaru phlebovirus,4194414,1933183,group v,bunyavirales,phenuiviridae,phlebovirus,1,0,0,1,0,1,0,1,1,0.012923,12.923,4,41.5828,0,0,Bujaru_phlebovirus
bundibugyo ebolavirus,3991856,565995,group v,mononegavirales,filoviridae,ebolavirus,1,0,0,1,0,1,0,0,1,0.01894,18.94,9,42,65,65,Bundibugyo_ebolavirus
bunyamwera orthobunyavirus,3452222,1933179,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012294,12.294,4,35.1611,186.8,186.8,Bunyamwera_orthobunyavirus
burana orthonairovirus,26531934,1980518,group v,bunyavirales,nairoviridae,orthonairovirus,1,0,0,1,0,1,0,1,1,0.017427,17.427,3,45.8715,0,0,Burana_orthonairovirus
burkina faso astrovirus,26316980,1518574,group iv,na,astroviridae,mamastrovirus,1,0,0,0,1,0,0,0,1,0.005421793,5.421793103,3,46.8172,0,0,Burkina_Faso_astrovirus
bwamba orthobunyavirus,3452234,35310,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012587,12.587,4,31.3468,65,0,Bwamba_orthobunyavirus
cache Valley orthobunyavirus,3531109,2560364,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012283,12.283,4,35.4075,186.8,0,Cache_Valley_orthobunyavirus
cacipacore virus,3502597,64305,group iv,na,flaviviridae,flavivirus,1,0,0,0,1,1,0,0,1,0.010284,10.284,2,49.6,0,0,Cacipacore_virus
cadicivirus a,26317056,1330068,group iv,picornavirales,picornaviridae,dicipivirus,1,0,0,0,1,0,0,0,1,0.008785,8.785,2,41.6,0,0,Cadicivirus_A
calabazo virus,3641981,169174,group v,bunyavirales,hantaviridae,orthohantavirus,1,0,0,1,0,1,0,1,1,0.009517294,9.517294118,3,38.464,0,0,Calabazo_virus
calhevirus 1,4169881,870710,group iv,picornavirales,na,picornavirales,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,0,0,Calhevirus_1
calhevirus 2,26317172,1506578,group iv,picornavirales,na,picornavirales,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,0,0,Calhevirus_2
cali mammarenavirus,3436501,2169993,group v,bunyavirales,arenaviridae,mammarenavirus,1,0,0,1,0,1,0,1,1,0.010416,10.416,4,41.8443,180.4,159.6,Cali_mammarenavirus
california encephalitis orthobunyavirus,3452224,1933264,group v,bunyavirales,peribunyaviridae,orthobunyavirus,1,0,0,1,0,1,0,1,1,0.012466,12.466,4,36.4639,186.8,186.8,California_encephalitis_orthobunyavirus
california sea lion adenovirus,2259112,2259112,group i,na,adenoviridae,adenoviridae,0,0,1,0,0,0,0,0,0,0.035284733,35.28473333,35,53.1664,0,0,California_sea_lion_adenovirus
california sea lion astrovirus 10,24641359,1073951,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,California_sea_lion_astrovirus_10
california sea lion astrovirus 11,24641360,1073952,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,California_sea_lion_astrovirus_11
california sea lion astrovirus 3,4032422,645428,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,California_sea_lion_astrovirus_3
california sea lion astrovirus 4,24641361,1073953,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,California_sea_lion_astrovirus_4
california sea lion astrovirus 5,24641362,1073954,group iv,na,astroviridae,astroviridae,1,0,0,0,1,0,0,0,1,0.006001923,6.001923077,3,48.4015,0,0,California_sea_lion_astrovirus_5
