pathogenid,Name,abs,classified,TID,B,O,F,G,G_abb
3788215,hippotragine gammaherpesvirus 1,,,333341,group i,herpesvirales,herpesviridae,macavirus,Maca
3434872,ovine gammaherpesvirus 2,OvHV-2,1,10398,group i,herpesvirales,herpesviridae,macavirus,Maca
3434862,gallid alphaherpesvirus 2,,,10390,group i,herpesvirales,herpesviridae,mardivirus,Mard
3434816,murid betaherpesvirus 1,,,10366,group i,herpesvirales,herpesviridae,muromegalovirus,Murgl
3442108,murid betaherpesvirus 2,,,28304,group i,herpesvirales,herpesviridae,muromegalovirus,Murgl
26302778,murid betaherpesvirus 8,,,1261657,group i,herpesvirales,herpesviridae,muromegalovirus,Murgl
26302918,murine herpesvirus,,,1431748,group i,herpesvirales,herpesviridae,muromegalovirus,Murgl
3437792,equid gammaherpesvirus 2,,,12657,group i,herpesvirales,herpesviridae,percavirus,Perca
3434825,equid gammaherpesvirus 5,,,10371,group i,herpesvirales,herpesviridae,percavirus,Perca
27078623,felid gammaherpesvirus 1,,,2560468,group i,herpesvirales,herpesviridae,percavirus,Perca
3767864,mustelid gammaherpesvirus 1,,,311179,group i,herpesvirales,herpesviridae,percavirus,Perca
4110345,elephant endotheliotropic herpesvirus 2,EEHV-2,1,759755,group i,herpesvirales,herpesviridae,proboscivirus,Prbsc
3977712,elephant endotheliotropic herpesvirus 3,EEHV-3,1,548913,group i,herpesvirales,herpesviridae,proboscivirus,Prbsc
3977713,elephant endotheliotropic herpesvirus 4,EEHV-4,1,548914,group i,herpesvirales,herpesviridae,proboscivirus,Prbsc
4117048,elephant endotheliotropic herpesvirus 5,EEHV-5,1,768738,group i,herpesvirales,herpesviridae,proboscivirus,Prbsc
4117049,elephant endotheliotropic herpesvirus 6,EEHV-6,1,768739,group i,herpesvirales,herpesviridae,proboscivirus,Prbsc
26323626,elephant endotheliotropic herpesvirus 7,EEHV-7,1,1166470,group i,herpesvirales,herpesviridae,proboscivirus,Prbsc
3621114,elephantid betaherpesvirus 1,,,146015,group i,herpesvirales,herpesviridae,proboscivirus,Prbsc
3788217,aoudad malignant catarrhal fever virus,,,333343,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3765575,apodemus agrarius rhadinovirus 1,,,308716,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3846807,apodemus flavicollis rhadinovirus 1,,,398032,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3434843,ateline gammaherpesvirus 2,,,10380,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3846808,bandicota savilei rhadinovirus 1,,,398033,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3434853,bovine gammaherpesvirus 4,BoHV-4,1,10385,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
27495296,cercopithecus kandti rhadinovirus,,,1869109,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3812136,cetacea gammaherpesvirus,,,359947,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
26745963,dolphin gammaherpesvirus,,,1564904,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3858247,elephantid herpesvirus 5,,,410853,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3788216,fallow deer lymphotropic herpesvirus,fallow deer lymphotropic herpesvirus,0,333342,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
26205616,gorilla beringei beringei rhadinovirus 1,,,1869110,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3765578,hippopotamus amphibius rhadinovirus 1,,,308719,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3455485,human gammaherpesvirus 8,HHV-8,0,37296,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3628488,macacine gammaherpesvirus 5,,,154334,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3695668,malignant catarrhal fever virus in white-tailed deer,,,227509,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3449621,murid gammaherpesvirus 4,MuHV-4,1,33708,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3899174,mus cervicolor rhadinovirus 1,mus cervicolor rhadinovirus 1,0,456502,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3765573,mus musculus rhadinovirus 1,mus musculus rhadinovirus 1,0,308714,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3899502,myodes glareolus rhadinovirus 1,myodes glareolus rhadinovirus 1,0,456832,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3644527,pan rhadino-herpesvirus 2,,,171950,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3643987,pan troglodytes rhadinovirus 2,,,171371,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
4064035,pan troglodytes rhadinovirus 3,,,682884,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3858248,procavid herpesvirus 1,,,410854,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
26745859,ruminant rhadinovirus 2,,,1834538,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3434845,saimiriine gammaherpesvirus 2,,,10381,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3707136,suiformes rhadinovirus genogroup 1,,,379730,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3695321,type 1 ruminant rhadinovirus,,,227135,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
3695320,type 2 ruminant rhadinovirus,,,227134,group i,herpesvirales,herpesviridae,rhadinovirus,Rhadn
27808586,cervid herpesvirus 3,,,1370096,group i,herpesvirales,herpesviridae,roseolovirus,Rosl
26205552,gorilla gorilla herpesvirus 7,,,1543219,group i,herpesvirales,herpesviridae,roseolovirus,Rosl
3434820,human betaherpesvirus 6,HHV-6,0,10368,group i,herpesvirales,herpesviridae,roseolovirus,Rosl
3434827,human betaherpesvirus 7,HHV-7,0,10372,group i,herpesvirales,herpesviridae,roseolovirus,Rosl
26205638,macacine betaherpesvirus 9,,,2560568,group i,herpesvirales,herpesviridae,roseolovirus,Rosl
26205488,pan troglodytes herpesvirus 7,,,1543221,group i,herpesvirales,herpesviridae,roseolovirus,Rosl
3765583,pan troglodytes roseolovirus 1,,,308725,group i,herpesvirales,herpesviridae,roseolovirus,Rosl
23539716,suid betaherpesvirus 2,,,1608255,group i,herpesvirales,herpesviridae,roseolovirus,Rosl
3434709,bovine alphaherpesvirus 2,BoHV2,1,10295,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3434751,cercopithecine alphaherpesvirus 2,,,10317,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3994641,eidolon dupraenum simplexvirus 1,,,570422,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3994642,eidolon helvum simplexvirus 1,eidolon helvum simplexvirus 1,0,570423,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3434715,human alphaherpesvirus 1,HHV-1,0,10298,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3434739,human alphaherpesvirus 2,HHV-2,0,10310,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3921008,leporid alphaherpesvirus 4,LHV-4,1,481315,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3994643,lonchophylla thomasi simplexvirus 1,,,570424,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3434765,macacine alphaherpesvirus 1,,,10325,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3613342,macropodid alphaherpesvirus 1,,,137443,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3535416,macropodid alphaherpesvirus 2,,,83440,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3787876,panine alphaherpesvirus 3,,,2003507,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3795285,papiine alphaherpesvirus 2,,,340907,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3994644,pteropus lylei simplexvirus 1,,,570425,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3434796,saimiriine alphaherpesvirus 1,,,10353,group i,herpesvirales,herpesviridae,simplexvirus,Simpx
3434755,bovine alphaherpesvirus 1,,,10320,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3452126,bovine alphaherpesvirus 5,,,35244,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3673213,bubaline alphaherpesvirus 1,,,202910,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3643011,canid alphaherpesvirus 1,CaHV-1,1,170325,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3459963,caprine alphaherpesvirus 1,,,39944,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3452128,cercopithecine alphaherpesvirus 9,,,35246,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3529209,cervid alphaherpesvirus 1,CvHV-1,1,79891,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3817273,cervid alphaherpesvirus 2,CvHV-2,1,365327,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3816590,elk herpesvirus,,,364634,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3434767,equid alphaherpesvirus 1,EHV-1,1,10326,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3530040,equid alphaherpesvirus 3,EHV-3,1,80341,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3434777,equid alphaherpesvirus 4,EHV-4,1,10331,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3459451,equid alphaherpesvirus 8,EHV-8,1,39637,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3487622,equid alphaherpesvirus 9,EHV-9,1,55744,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3434781,felid alphaherpesvirus 1,FHV-1,1,10334,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3434783,human alphaherpesvirus 3,HHV-3,0,10335,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3473020,phocid alphaherpesvirus 1,PhoHV-1,1,47418,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3434790,suid alphaherpesvirus 1,SHV-1,1,10345,group i,herpesvirales,herpesviridae,varicellovirus,Varic
3434972,thermoproteus tenax virus 1,,,10479,group i,ligamenvirales,lipothrixviridae,alphatristromavirus,AlphaTrs
2211153,artibeus lituratus adenovirus,artibeus lituratus adenovirus,0,2211153,group i,na,adenoviridae,adenoviridae,NA
2301493,black lemur adenovirus 1,black lemur adenovirus 1,0,2301493,group i,na,adenoviridae,adenoviridae,NA
2301494,black lemur adenovirus 2,black lemur adenovirus 2,0,2301494,group i,na,adenoviridae,adenoviridae,NA
2301495,black lemur adenovirus 3,black lemur adenovirus 3,0,2301495,group i,na,adenoviridae,adenoviridae,NA
2301496,black-and-white ruffed lemur adenovirus,black-and-white ruffed lemur adenovirus,0,2301496,group i,na,adenoviridae,adenoviridae,NA
3607027,bovine adenovirus e,,,130500,group i,na,adenoviridae,adenoviridae,NA
27589153,brown long-eared bat adenovirus 1,brown long-eared bat adenovirus 1,0,1530284,group i,na,adenoviridae,adenoviridae,NA
2259112,california sea lion adenovirus,california sea lion adenovirus,0,2259112,group i,na,adenoviridae,adenoviridae,NA
1916691,cercopithecus campbelli adenovirus,cercopithecus campbelli adenovirus,0,1916691,group i,na,adenoviridae,adenoviridae,NA
1916692,cercopithecus diana adenovirus,cercopithecus diana adenovirus,0,1916692,group i,na,adenoviridae,adenoviridae,NA
1916693,chlorocebus sabaeus adenovirus,chlorocebus sabaeus adenovirus,0,1916693,group i,na,adenoviridae,adenoviridae,NA
1916694,colobus guereza adenovirus,colobus guereza adenovirus,0,1916694,group i,na,adenoviridae,adenoviridae,NA
2301497,common marmoset adenovirus,common marmoset adenovirus,0,2301497,group i,na,adenoviridae,adenoviridae,NA
27589155,common noctule adenovirus 1,common noctule adenovirus 1,0,1530285,group i,na,adenoviridae,adenoviridae,NA
27309390,common noctule adenovirus 2,common noctule adenovirus 2,0,1530286,group i,na,adenoviridae,adenoviridae,NA
27309392,common noctule adenovirus 3,common noctule adenovirus 3,0,1530287,group i,na,adenoviridae,adenoviridae,NA
27309394,common pipistrelle adenovirus 2,common pipistrelle adenovirus 2,0,1530288,group i,na,adenoviridae,adenoviridae,NA
27589141,common pipistrelle adenovirus 3,common pipistrelle adenovirus 3,0,1530274,group i,na,adenoviridae,adenoviridae,NA
27589143,common pipistrelle adenovirus 4,common pipistrelle adenovirus 4,0,1530275,group i,na,adenoviridae,adenoviridae,NA
2301498,common squirell monkey adenovirus 1,common squirell monkey adenovirus 1,0,2301498,group i,na,adenoviridae,adenoviridae,NA
2301499,common squirell monkey adenovirus 2,common squirell monkey adenovirus 2,0,2301499,group i,na,adenoviridae,adenoviridae,NA
2301500,common squirell monkey adenovirus 3,common squirell monkey adenovirus 3,0,2301500,group i,na,adenoviridae,adenoviridae,NA
2301501,cotton-top tamarin adenovirus,cotton-top tamarin adenovirus,0,2301501,group i,na,adenoviridae,adenoviridae,NA
2301502,crowned lemur adenovirus,crowned lemur adenovirus,0,2301502,group i,na,adenoviridae,adenoviridae,NA
26745933,dolphin adenovirus 1,,,1478185,group i,na,adenoviridae,adenoviridae,NA
2301503,eastern lesser bamboo lemur adenovirus,eastern lesser bamboo lemur adenovirus,0,2301503,group i,na,adenoviridae,adenoviridae,NA
27786484,eidolon helvum adenovirus 1,eidolon helvum adenovirus 1,0,1335467,group i,na,adenoviridae,adenoviridae,NA
27786486,eidolon helvum adenovirus 2,eidolon helvum adenovirus 2,0,1335468,group i,na,adenoviridae,adenoviridae,NA
27744671,eidolon helvum adenovirus 3,eidolon helvum adenovirus 3,0,1335469,group i,na,adenoviridae,adenoviridae,NA
1916695,erythrocebus patas adenovirus,erythrocebus patas adenovirus,0,1916695,group i,na,adenoviridae,adenoviridae,NA
2067749,felis catus adenovirus,felis catus adenovirus,0,2067749,group i,na,adenoviridae,adenoviridae,NA
27589145,geoffroy's bat adenovirus 1,geoffroy's bat adenovirus 1,0,1530276,group i,na,adenoviridae,adenoviridae,NA
2301504,golden-headed lion tamarin adenovirus,golden-headed lion tamarin adenovirus,0,2301504,group i,na,adenoviridae,adenoviridae,NA
1916696,gorilla gorilla adenovirus,gorilla gorilla adenovirus,0,1916696,group i,na,adenoviridae,adenoviridae,NA
26205610,gorilla gorilla adenovirus b23,gorilla gorilla adenovirus b23,0,1827163,group i,na,adenoviridae,adenoviridae,NA
2301505,gray-bellied night monkey adenovirus,gray-bellied night monkey adenovirus,0,2301505,group i,na,adenoviridae,adenoviridae,NA
27309396,greater horseshoe bat adenovirus 1,greater horseshoe bat adenovirus 1,0,1530289,group i,na,adenoviridae,adenoviridae,NA
27589157,greater mouse-eared bat adenovirus 1,greater mouse-eared bat adenovirus 1,0,1530290,group i,na,adenoviridae,adenoviridae,NA
27589159,grey long-eared bat adenovirus 1,grey long-eared bat adenovirus 1,0,1530291,group i,na,adenoviridae,adenoviridae,NA
27501722,kowari adenovirus,kowari adenovirus,0,1897653,group i,na,adenoviridae,adenoviridae,NA
27589147,kuhl's pipistrelle adenovirus 1,kuhl's pipistrelle adenovirus 1,0,1530277,group i,na,adenoviridae,adenoviridae,NA
2301506,lemur adenovirus,lemur adenovirus,0,2301506,group i,na,adenoviridae,adenoviridae,NA
27589161,lesser horseshoe bat adenovirus 1,lesser horseshoe bat adenovirus 1,0,1530292,group i,na,adenoviridae,adenoviridae,NA
27589163,lesser mouse-eared bat adenovirus 1,lesser mouse-eared bat adenovirus 1,0,1530293,group i,na,adenoviridae,adenoviridae,NA
27309398,lesser noctule adenovirus 1,lesser noctule adenovirus 1,0,1530294,group i,na,adenoviridae,adenoviridae,NA
27309400,lesser noctule adenovirus 2,lesser noctule adenovirus 2,0,1530295,group i,na,adenoviridae,adenoviridae,NA
27309402,lesser noctule adenovirus 3,lesser noctule adenovirus 3,0,1530296,group i,na,adenoviridae,adenoviridae,NA
27309404,lesser noctule adenovirus 4,lesser noctule adenovirus 4,0,1530297,group i,na,adenoviridae,adenoviridae,NA
1916697,lophocebus aterrimus adenovirus,lophocebus aterrimus adenovirus,0,1916697,group i,na,adenoviridae,adenoviridae,NA
1916698,mandrillus sphinx adenovirus,mandrillus sphinx adenovirus,0,1916698,group i,na,adenoviridae,adenoviridae,NA
27309382,mediterranean horseshoe bat adenovirus 1,mediterranean horseshoe bat adenovirus 1,0,1530278,group i,na,adenoviridae,adenoviridae,NA
27309384,mediterranean horseshoe bat adenovirus 2,mediterranean horseshoe bat adenovirus 2,0,1530279,group i,na,adenoviridae,adenoviridae,NA
27309386,mediterranean horseshoe bat adenovirus 3,mediterranean horseshoe bat adenovirus 3,0,1530280,group i,na,adenoviridae,adenoviridae,NA
27309388,mediterranean horseshoe bat adenovirus 4,mediterranean horseshoe bat adenovirus 4,0,1530281,group i,na,adenoviridae,adenoviridae,NA
27589149,nathusius's pipistrelle adenovirus 1,nathusius's pipistrelle adenovirus 1,0,1530282,group i,na,adenoviridae,adenoviridae,NA
27589151,northern bat adenovirus 1,northern bat adenovirus 1,0,1530283,group i,na,adenoviridae,adenoviridae,NA
1916699,pan troglodytes adenovirus,,,1916699,group i,na,adenoviridae,adenoviridae,NA
1916700,papio hamadryas adenovirus,,,1916700,group i,na,adenoviridae,adenoviridae,NA
27589165,particoloured bat adenovirus 1,particoloured bat adenovirus 1,0,1530298,group i,na,adenoviridae,adenoviridae,NA
27589167,pond bat adenovirus 1,pond bat adenovirus 1,0,1530299,group i,na,adenoviridae,adenoviridae,NA
27473108,rattus losea adenovirus,rattus losea adenovirus,0,1819364,group i,na,adenoviridae,adenoviridae,NA
26303144,rattus norvegicus adenovirus,,,1819365,group i,na,adenoviridae,adenoviridae,NA
27704971,rattus tanezumi adenovirus,,,1819366,group i,na,adenoviridae,adenoviridae,NA
2301509,red-bellied tamarin adenovirus,,,2301509,group i,na,adenoviridae,adenoviridae,NA
2301510,red-faced spider monkey adenovirus,,,2301510,group i,na,adenoviridae,adenoviridae,NA
2108209,rhinolophus pusillus adenovirus,,,2108209,group i,na,adenoviridae,adenoviridae,NA
2301517,ring tailer lemur adenovirus,,,2301517,group i,na,adenoviridae,adenoviridae,NA
2050010,rodent adenovirus,rodent adenovirus,0,2050010,group i,na,adenoviridae,adenoviridae,NA
2170312,schreiber's bent-winged bat adenovirus,schreiber's bent-winged bat adenovirus,0,2170312,group i,na,adenoviridae,adenoviridae,NA
27722107,sea otter adenovirus 1,sea otter adenovirus 1,0,1882383,group i,na,adenoviridae,adenoviridae,NA
27589169,serotine bat adenovirus 1,serotine bat adenovirus 1,0,1530300,group i,na,adenoviridae,adenoviridae,NA
27589171,serotine bat adenovirus 2,serotine bat adenovirus 2,0,1530301,group i,na,adenoviridae,adenoviridae,NA
2050011,shrew adenovirus,,,2050011,group i,na,adenoviridae,adenoviridae,NA
27589173,soprano pipistrelle adenovirus 1,soprano pipistrelle adenovirus 1,0,1530302,group i,na,adenoviridae,adenoviridae,NA
27309406,soprano pipistrelle adenovirus 2,soprano pipistrelle adenovirus 2,0,1530303,group i,na,adenoviridae,adenoviridae,NA
27309408,soprano pipistrelle adenovirus 3,soprano pipistrelle adenovirus 3,0,1530304,group i,na,adenoviridae,adenoviridae,NA
27309410,soprano pipistrelle adenovirus 4,soprano pipistrelle adenovirus 4,0,1530305,group i,na,adenoviridae,adenoviridae,NA
27704973,sorex araneus adenovirus,,,1819367,group i,na,adenoviridae,adenoviridae,NA
2211155,sturnira lilium adenovirus,,,2211155,group i,na,adenoviridae,adenoviridae,NA
2301518,tufted capuchin adenovirus 1,,,2301518,group i,na,adenoviridae,adenoviridae,NA
2301519,tufted capuchin adenovirus 2,,,2301519,group i,na,adenoviridae,adenoviridae,NA
2301520,tufted capuchin adenovirus 3,,,2301520,group i,na,adenoviridae,adenoviridae,NA
